uid,snd,run,time,target,generation,logsigma,parvec,submit
3001,vocal,2,505.745101929,surprised,18,-1.2,"[0.018027719659465313, 0.0, 0.17212969161896652, 0.0, 0.0, 1.0, 0.25316922082350735, 0.0, 0.4037856994153733, 0.27885862922809385, 0.34195816169663407, 0.3709244029865539]",0
3001,vocal,2,505.980264902,surprised,19,-1.2,"[0.018027719659465313, 0.0, 0.17212969161896652, 0.0, 0.0, 1.0, 0.25316922082350735, 0.0, 0.4037856994153733, 0.27885862922809385, 0.34195816169663407, 0.3709244029865539]",0
3001,vocal,2,506.156230927,surprised,20,-1.2,"[0.018027719659465313, 0.0, 0.17212969161896652, 0.0, 0.0, 1.0, 0.25316922082350735, 0.0, 0.4037856994153733, 0.27885862922809385, 0.34195816169663407, 0.3709244029865539]",0
3001,vocal,2,507.619273901,surprised,21,-1.2,"[0.7290295757619951, 0.030500129741417557, 0.8528148145626449, 0.30035671762226446, 0.0, 0.4982233387231605, 0.5875482799896746, 0.0, 0.3987684903029073, 0.46579167559002926, 0.497786233040203, 0.6285865516950506]",0
3001,vocal,2,508.555709839,surprised,22,-1.2,"[0.5289181299849487, 0.7622269309105613, 0.5574595038887614, 0.23214082605065342, 0.3691324964700576, 0.880313519174164, 1.0, 0.217475858455846, 0.0, 0.7187315843041977, 0.007127798325938295, 0.1871460122258961]",0
3001,vocal,2,512.034271002,surprised,23,-1.2,"[0.5289181299849487, 0.7622269309105613, 0.5574595038887614, 0.23214082605065342, 0.3691324964700576, 0.880313519174164, 1.0, 0.217475858455846, 0.0, 0.7187315843041977, 0.007127798325938295, 0.1871460122258961]",1
3001,vocal,2,513.28421092,angry,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
3001,vocal,2,514.519528866,afraid,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
3001,vocal,2,515.877002954,disgusted,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
3001,vocal,2,518.400607824,sad,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
3001,vocal,2,521.517241001,calm,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
3001,vocal,2,549.091419935,neutral,1,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",0
3001,vocal,2,550.763039827,neutral,2,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",0
3001,vocal,2,563.505903006,neutral,3,-1.2,"[0.5637054443359375, 0.0, 0.6333333253860474, 0.0, 0.0, 0.4615384638309479, 0.5, 0.0, 0.0, 0.625, 0.5, 0.375]",1
