uid,snd,run,time,target,generation,logsigma,parvec,submit
3001,abstract,1,5.11044406891,happy,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,6.26678299904,surprised,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,7.20646214485,angry,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,8.14671111107,afraid,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,9.08683204651,disgusted,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,10.5487589836,sad,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,12.5333981514,calm,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
3001,abstract,1,14.1634001732,neutral,1,-1.0,"[0.5, 0.30000001192092896, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]",1
